sample__uid,taxid,name,cn_name,rankcode,reads_accum,rpm,abd,amplicon_reads,dup_accum,cov_length,ref_length,coverage,rank,parent_ratio,labels
RTI-T05-H30-tNGS-Ts30-20250303,1301,Streptococcus,链球菌属,G,221,201.6167658,0.00555877,,85,,,,3月21日,100,
RTI-T05-H30-tNGS-Ts30-20250303,1303,Streptococcus oralis,口腔链球菌,S,4,3.649172231,0.000100611,4,1,0,34413,0,3,2.247,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,1311,Streptococcus agalactiae,无乳链球菌,S,142,129.5456142,0.003571698,0,81,0,1755,0,1,79.775,
RTI-T05-H30-tNGS-Ts30-20250303,1313,Streptococcus pneumoniae,肺炎链球菌,S,3,2.736879173,7.54584E-05,2,0,50,9430,0.005302227,5,1.685,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,28037,Streptococcus mitis,缓症链球菌,S,25,22.80732644,0.00062882,18,0,223,32879,0.006782445,2,14.045,
RTI-T05-H30-tNGS-Ts30-20250303,1433513,Streptococcus gwangjuense,Streptococcus gwangjuense,S,4,3.649172231,0.000100611,4,0,74,4090,0.01809291,3,2.247,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,1578,Lactobacillus,乳杆菌属,G,58,52.91299735,0.001458863,,3,,,,9月21日,100,
RTI-T05-H30-tNGS-Ts30-20250303,147802,Lactobacillus iners,惰性乳杆菌,S,58,52.91299735,0.001458863,58,3,761,787,0.966963151,1,100,
RTI-T05-H30-tNGS-Ts30-20250303,39948,Dialister,戴阿里斯特菌属,G,117,106.7382878,0.002942878,,14,,,,6月21日,100,
RTI-T05-H30-tNGS-Ts30-20250303,218538,Dialister invisus,,S,117,106.7382878,0.002942878,98,14,669,1248,0.536057692,1,100,
RTI-T05-H30-tNGS-Ts30-20250303,1716,Corynebacterium,棒状杆菌属,G,72,65.68510016,0.001811002,,8,,,,7月21日,100,
RTI-T05-H30-tNGS-Ts30-20250303,43990,Corynebacterium segmentosum,节段棒状杆菌,S,1,0.912293058,2.51528E-05,1,0,50,3582,0.013958682,3,5.556,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,131081,Corynebacterium capitovis,羊头棒状杆菌,S,2,1.824586115,5.03056E-05,,0,,,,2,11.111,
RTI-T05-H30-tNGS-Ts30-20250303,1190508,Corynebacterium aquatimens,,S,1,0.912293058,2.51528E-05,0,0,0,103,0,3,5.556,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,1979527,Corynebacterium kefirresidentii,Corynebacterium kefirresidentii,S,13,11.85980975,0.000326986,13,2,163,2626,0.062071592,1,72.222,
RTI-T05-H30-tNGS-Ts30-20250303,2079234,Corynebacterium gerontici,,S,1,0.912293058,2.51528E-05,0,0,0,96,0,3,5.556,misclassified
RTI-T05-H30-tNGS-Ts30-20250303,1912216,Cutibacterium,Cutibacterium,G,1696,1547.249026,0.042659154,,378,,,,1月21日,100,
RTI-T05-H30-tNGS-Ts30-20250303,1747,Cutibacterium acnes,痤疮丙酸杆菌,S,568,518.1824568,0.014286792,479,89,805,21927,0.036712729,2,33.729,
RTI-T05-H30-tNGS-Ts30-20250303,33011,Cutibacterium granulosum,颗粒丙酸杆菌,S,863,787.3089088,0.021706869,0,251,0,1715,0,1,51.247,
RTI-T05-H30-tNGS-Ts30-20250303,1574624,Cutibacterium namnetense,Cutibacterium namnetense,S,253,230.8101436,0.006363659,250,38,794,813,0.976629766,3,15.024,
RTI-T05-H30-tNGS-Ts30-20250303,2995234,Mycoplasmoides,拟支原体,G,4,3.649172231,0.000100611,,1,,,,18/21,100,
RTI-T05-H30-tNGS-Ts30-20250303,2097,Mycoplasmoides genitalium,生殖支原体,S,4,3.649172231,0.000100611,0,1,0,296,0,1,100,
RTI-T05-H30-tNGS-Ts30-20250303,10292,Herpesviridae,疱疹病毒科,F,4736,4320.619921,0.119123676,,4260,,,,,100,
RTI-T05-H30-tNGS-Ts30-20250303,10357,Betaherpesvirinae,β疱疹病毒亚科,F1,4736,4320.619921,0.119123676,,4260,,,,,100,
RTI-T05-H30-tNGS-Ts30-20250303,10358,Cytomegalovirus,巨细胞病毒属,G,4736,4320.619921,0.119123676,,4260,,,,2月3日,100,
RTI-T05-H30-tNGS-Ts30-20250303,10359,Human betaherpesvirus 5 (cytomegalovirus),人疱疹病毒5型(巨细胞病毒),S1,4736,4320.619921,0.119123676,4736,4260,159,1016,0.156496063,1,100,
RTI-T05-H30-tNGS-Ts30-20250303,333750,Alphapapillomavirus,甲型乳头瘤病毒属,G,14829,13528.39375,0.37299092,,14043,,,,1月3日,100,
RTI-T05-H30-tNGS-Ts30-20250303,337041,Alphapapillomavirus 9,甲型乳头瘤病毒9,S,1042,950.6093661,0.026209221,,841,,,,2,7.027,
RTI-T05-H30-tNGS-Ts30-20250303,10587,Human papillomavirus type 35,人乳头瘤病毒35型,S1,2,1.824586115,5.03056E-05,,0,,,,,0.192,
RTI-T05-H30-tNGS-Ts30-20250303,333760,Human papillomavirus type 16,人乳头瘤病毒16型,S1,1040,948.78478,0.026158915,,841,,,,,99.808,
RTI-T05-H30-tNGS-Ts30-20250303,337044,Alphapapillomavirus 5,甲型乳头瘤病毒5,S,340,310.1796396,0.008551953,,264,,,,3,2.293,
RTI-T05-H30-tNGS-Ts30-20250303,10595,Human papillomavirus type 51,人乳头瘤病毒51型,S1,340,310.1796396,0.008551953,,264,,,,,100,
RTI-T05-H30-tNGS-Ts30-20250303,337050,Alphapapillomavirus 6,甲型乳头瘤病毒6,S,13447,12267.60475,0.338229746,,12938,,,,1,90.68,
RTI-T05-H30-tNGS-Ts30-20250303,333765,Human papillomavirus type 53,人乳头瘤病毒53型,S1,13447,12267.60475,0.338229746,,12938,,,,,100,
RTI-T05-H30-tNGS-Ts30-20250303,10241,Chordopoxvirinae,,F1,6,5.473758346,0.000150917,,0,,,,,100,
RTI-T05-H30-tNGS-Ts30-20250303,10278,Molluscipoxvirus,软疣痘病毒属,G,6,5.473758346,0.000150917,,0,,,,3月3日,100,
RTI-T05-H30-tNGS-Ts30-20250303,10279,Molluscum contagiosum virus,传染性软疣病毒,S,6,5.473758346,0.000150917,,0,,,,1,100,
RTI-T05-H30-tNGS-Ts30-20250303,10281,Molluscum contagiosum virus subtype 2,,S1,1,0.912293058,2.51528E-05,,0,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,286,Pseudomonas,假单胞菌属,G,28,19.62488435,3.73416E-05,,1,,,,11/43,100,
RTI-T05-H60-tNGS-A12-20250303,303,Pseudomonas putida,恶臭假单胞菌,S,3,2.102666181,4.00089E-06,0,0,0,1950,0,2,100,
RTI-T05-H60-tNGS-A12-20250303,1931241,Pseudomonas phragmitis,,S,24,16.82132945,3.20071E-05,22,1,491,885,0.55480226,1,88.889,
RTI-T05-H60-tNGS-A12-20250303,543,Enterobacteriaceae,肠杆菌科,F,4,2.803554908,5.33451E-06,,0,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,561,Escherichia,埃希菌属,G,1,0.700888727,1.33363E-06,,0,,,,23/43,100,
RTI-T05-H60-tNGS-A12-20250303,562,Escherichia coli,大肠埃希菌,S,1,0.700888727,1.33363E-06,0,0,0,323945,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,40323,Stenotrophomonas,寡养（窄食）单胞菌属,G,20,14.01777454,2.66726E-05,,2,,,,12/43,100,
RTI-T05-H60-tNGS-A12-20250303,40324,Stenotrophomonas maltophilia,嗜麦芽窄食单胞菌,S,17,11.91510836,2.26717E-05,17,2,233,143184,0.001627277,1,100,
RTI-T05-H60-tNGS-A12-20250303,469,Acinetobacter,不动杆菌属,G,11,7.709775996,1.46699E-05,,1,,,,19/43,100,
RTI-T05-H60-tNGS-A12-20250303,40214,Acinetobacter johnsonii,约翰逊不动杆菌,S,11,7.709775996,1.46699E-05,11,1,340,1316,0.258358663,1,100,
RTI-T05-H60-tNGS-A12-20250303,1073,Rhodopseudomonas,Rhodopseudomonas,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,1513892,Rhodopseudomonas pseudopalustris,Rhodopseudomonas pseudopalustris,S,1,0.700888727,1.33363E-06,1,0,0,267,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,357,Agrobacterium,土壤杆菌属,G,14,9.812442177,1.86708E-05,,0,,,,17/43,93.333,
RTI-T05-H60-tNGS-A12-20250303,358,Agrobacterium tumefaciens,根癌土壤杆菌,S,1,0.700888727,1.33363E-06,0,0,0,791,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,379,Rhizobium,根瘤菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,6.667,
RTI-T05-H60-tNGS-A12-20250303,28105,Sinorhizobium,Sinorhizobium,G,16,11.21421963,2.13381E-05,,5,,,,16/43,100,
RTI-T05-H60-tNGS-A12-20250303,382,Sinorhizobium meliloti,Sinorhizobium meliloti,S,16,11.21421963,2.13381E-05,,5,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,234,Brucella,布鲁氏菌属,G,385,269.8421599,0.000513447,,43,,,,6/43,100,
RTI-T05-H60-tNGS-A12-20250303,16777802,Brucella nonbrucellosis,非致病布鲁氏菌,G1,385,269.8421599,0.000513447,,43,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,529,Brucella anthropi(Ochrobactrum anthropi),人苍白杆菌,S,4,2.803554908,5.33451E-06,0,0,0,1229,0,2,1.86,misclassified
RTI-T05-H60-tNGS-A12-20250303,419475,Brucella pseudogrignonensis,拟格氏赭杆菌,S,200,140.1777454,0.000266726,66,18,307,1438,0.21349096,1,93.023,
RTI-T05-H60-tNGS-A12-20250303,13687,Sphingomonas,鞘氨醇单胞菌属,G,41,28.7364378,5.46788E-05,,2,,,,9/43,93.182,
RTI-T05-H60-tNGS-A12-20250303,40681,Sphingomonas asaccharolytica,Sphingomonas asaccharolytica,S,2,1.401777454,2.66726E-06,,0,,,,2,7.692,misclassified
RTI-T05-H60-tNGS-A12-20250303,237612,Sphingomonas panni,,S,1,0.700888727,1.33363E-06,1,0,50,290,0.172413793,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,1549858,Sphingomonas taxi,Sphingomonas taxi,S,3,2.102666181,4.00089E-06,3,0,56,549,0.102003643,1,11.538,
RTI-T05-H60-tNGS-A12-20250303,1560345,Sphingomonas panacis,,S,1,0.700888727,1.33363E-06,1,0,0,536,0,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,1813879,Sphingomonas panacisoli,,S,1,0.700888727,1.33363E-06,1,0,50,283,0.176678445,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,1848973,Sphingomonas colocasiae,,S,1,0.700888727,1.33363E-06,0,0,0,103,0,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,1886787,Sphingomonas olei,,S,1,0.700888727,1.33363E-06,1,0,50,611,0.081833061,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,1888892,Sphingomonas turrisvirgatae,,S,1,0.700888727,1.33363E-06,0,0,0,109,0,3,3.846,misclassified
RTI-T05-H60-tNGS-A12-20250303,165696,Novosphingobium,Novosphingobium,G,3,2.102666181,4.00089E-06,,0,,,,25/43,6.818,
RTI-T05-H60-tNGS-A12-20250303,1391222,Novosphingobium fluoreni,,S,2,1.401777454,2.66726E-06,2,0,57,105,0.542857143,1,66.667,
RTI-T05-H60-tNGS-A12-20250303,41275,Brevundimonas,短波单胞菌属,G,3,2.102666181,4.00089E-06,,0,,,,25/43,100,
RTI-T05-H60-tNGS-A12-20250303,74313,Brevundimonas subvibrioides,Brevundimonas subvibrioides,S,1,0.700888727,1.33363E-06,,0,,,,1,50,
RTI-T05-H60-tNGS-A12-20250303,74329,Brevundimonas mediterranea,Brevundimonas mediterranea,S,1,0.700888727,1.33363E-06,1,0,50,747,0.066934404,1,50,
RTI-T05-H60-tNGS-A12-20250303,80865,Delftia,代尔夫特菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,48736,Ralstonia,罗尔斯顿菌属,G,2,1.401777454,2.66726E-06,,0,,,,29/43,100,
RTI-T05-H60-tNGS-A12-20250303,836,Porphyromonas,卟啉单胞菌属,G,13,9.11155345,1.73372E-05,,1,,,,18/43,100,
RTI-T05-H60-tNGS-A12-20250303,501496,Porphyromonas bennonis,Porphyromonas bennonis,S,13,9.11155345,1.73372E-05,,1,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,838,Prevotella,普雷沃菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,1.667,
RTI-T05-H60-tNGS-A12-20250303,228604,Prevotella salivae,唾液普雷沃菌,S,1,0.700888727,1.33363E-06,1,0,50,6960,0.007183908,1,100,
RTI-T05-H60-tNGS-A12-20250303,2974257,Hoylesella,Hoylesella,G,59,41.35243489,7.86841E-05,,4,,,,8/43,98.333,
RTI-T05-H60-tNGS-A12-20250303,386414,Hoylesella timonensis,提蒙类普雷沃菌,S,59,41.35243489,7.86841E-05,54,4,604,849,0.711425206,1,100,
RTI-T05-H60-tNGS-A12-20250303,1279,Staphylococcus,葡萄球菌属,G,60,42.05332361,8.00177E-05,,5,,,,7/43,98.361,
RTI-T05-H60-tNGS-A12-20250303,1282,Staphylococcus epidermidis,表皮葡萄球菌,S,3,2.102666181,4.00089E-06,3,0,60,4315,0.013904983,5,5.263,misclassified
RTI-T05-H60-tNGS-A12-20250303,1283,Staphylococcus haemolyticus,溶血葡萄球菌,S,1,0.700888727,1.33363E-06,1,0,50,1167,0.042844901,8,1.754,misclassified
RTI-T05-H60-tNGS-A12-20250303,1292,Staphylococcus warneri,沃氏葡萄球菌,S,15,10.5133309,2.00044E-05,15,0,303,616,0.491883117,2,26.316,
RTI-T05-H60-tNGS-A12-20250303,29378,Staphylococcus arlettae,阿尔莱特葡萄球菌,S,2,1.401777454,2.66726E-06,0,0,0,375,0,6,3.509,misclassified
RTI-T05-H60-tNGS-A12-20250303,29382,Staphylococcus cohnii,科氏葡萄球菌,S,21,14.71866327,2.80062E-05,0,5,0,788,0,1,36.842,
RTI-T05-H60-tNGS-A12-20250303,29385,Staphylococcus saprophyticus,腐生葡萄球菌,S,4,2.803554908,5.33451E-06,0,0,0,789,0,4,7.018,misclassified
RTI-T05-H60-tNGS-A12-20250303,46127,Staphylococcus felis,猫葡萄球菌,S,9,6.307998542,1.20027E-05,,0,,,,3,15.789,
RTI-T05-H60-tNGS-A12-20250303,283734,Staphylococcus pseudintermedius,假中间葡萄球菌,S,2,1.401777454,2.66726E-06,0,0,0,654,0,6,100,misclassified
RTI-T05-H60-tNGS-A12-20250303,2803850,Mammaliicoccus,Mammaliicoccus,G,1,0.700888727,1.33363E-06,,0,,,,33/43,1.639,
RTI-T05-H60-tNGS-A12-20250303,71237,Mammaliicoccus vitulinus,小牛葡萄球菌,S,1,0.700888727,1.33363E-06,0,0,0,214,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,1386,Bacillus,芽孢杆菌属,G,4,2.803554908,5.33451E-06,,0,,,,23/43,28.571,
RTI-T05-H60-tNGS-A12-20250303,86661,Bacillus cereus group,蜡样芽孢杆菌群,G1,4,2.803554908,5.33451E-06,,0,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,1392,Bacillus anthracis,炭疽芽孢杆菌,S,4,2.803554908,5.33451E-06,0,0,0,90,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,1329200,Fictibacillus,假芽胞杆菌属,G,3,2.102666181,4.00089E-06,,2,,,,25/43,21.429,
RTI-T05-H60-tNGS-A12-20250303,2813788,Litchfieldia,,G,2,1.401777454,2.66726E-06,,0,,,,29/43,14.286,
RTI-T05-H60-tNGS-A12-20250303,304268,Litchfieldia alkalitelluris,Bacillus alkalitelluris,S,2,1.401777454,2.66726E-06,,0,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,2823237,Alteribacter,,G,2,1.401777454,2.66726E-06,,0,,,,29/43,14.286,
RTI-T05-H60-tNGS-A12-20250303,44249,Paenibacillus,类芽孢杆菌属,G,3,2.102666181,4.00089E-06,,0,,,,25/43,100,
RTI-T05-H60-tNGS-A12-20250303,1143711,Paenibacillus frigoriresistens,,S,1,0.700888727,1.33363E-06,,0,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,1378,Gemella,孪生球菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,1379,Gemella haemolysans,溶血孪生球菌,S,1,0.700888727,1.33363E-06,0,0,0,4579,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,1301,Streptococcus,链球菌属,G,38,26.63377162,5.06779E-05,,2,,,,10/43,100,
RTI-T05-H60-tNGS-A12-20250303,1303,Streptococcus oralis,口腔链球菌,S,1,0.700888727,1.33363E-06,0,0,0,34413,0,2,4.545,misclassified
RTI-T05-H60-tNGS-A12-20250303,1458253,Streptococcus oralis subsp. dentisani,口腔链球菌dentisani亚种,S1,1,0.700888727,1.33363E-06,0,0,0,804,0,,100,misclassified
RTI-T05-H60-tNGS-A12-20250303,1313,Streptococcus pneumoniae,肺炎链球菌,S,1,0.700888727,1.33363E-06,1,0,50,9430,0.005302227,2,4.545,misclassified
RTI-T05-H60-tNGS-A12-20250303,28037,Streptococcus mitis,缓症链球菌,S,18,12.61599708,2.40053E-05,11,2,235,32879,0.007147419,1,81.818,
RTI-T05-H60-tNGS-A12-20250303,257758,Streptococcus pseudopneumoniae,假肺炎链球菌,S,1,0.700888727,1.33363E-06,0,0,0,1327,0,2,4.545,misclassified
RTI-T05-H60-tNGS-A12-20250303,1578,Lactobacillus,乳杆菌属,G,462647,324264.0668,0.616999229,,439620,,,,1/43,100,
RTI-T05-H60-tNGS-A12-20250303,1596,Lactobacillus gasseri,加氏乳杆菌,S,1,0.700888727,1.33363E-06,1,0,50,1023,0.048875855,3,0,misclassified
RTI-T05-H60-tNGS-A12-20250303,47770,Lactobacillus crispatus,卷曲乳杆菌,S,1,0.700888727,1.33363E-06,0,0,0,1057,0,3,0,"misclassified,hopping"
RTI-T05-H60-tNGS-A12-20250303,147802,Lactobacillus iners,惰性乳杆菌,S,462604,324233.9286,0.616941883,435945,439609,787,787,1,1,99.999,
RTI-T05-H60-tNGS-A12-20250303,1203033,Lactobacillus hominis,人乳杆菌,S,2,1.401777454,2.66726E-06,,0,,,,2,0,misclassified
RTI-T05-H60-tNGS-A12-20250303,2742598,Limosilactobacillus,Limosilactobacillus,G,1,0.700888727,1.33363E-06,,0,,,,33/43,0,misclassified
RTI-T05-H60-tNGS-A12-20250303,1598,Limosilactobacillus reuteri,罗伊氏乳杆菌,S,1,0.700888727,1.33363E-06,0,0,0,1179,0,1,100,misclassified
RTI-T05-H60-tNGS-A12-20250303,1350,Enterococcus,肠球菌属,G,11,7.709775996,1.46699E-05,,2,,,,19/43,91.667,
RTI-T05-H60-tNGS-A12-20250303,249189,Enterococcus hermanniensis,赫曼肠球菌,S,7,4.906221088,9.3354E-06,,1,,,,1,63.636,
RTI-T05-H60-tNGS-A12-20250303,1296537,Enterococcus xiangfangensis,,S,4,2.803554908,5.33451E-06,,1,,,,2,36.364,
RTI-T05-H60-tNGS-A12-20250303,2737,Vagococcus,漫游球菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,8.333,
RTI-T05-H60-tNGS-A12-20250303,2738,Vagococcus fluvialis,Vagococcus fluvialis,S,1,0.700888727,1.33363E-06,1,0,50,749,0.066755674,1,100,
RTI-T05-H60-tNGS-A12-20250303,1375,Aerococcus,气球菌属,G,15400,10793.68639,0.020537879,,12573,,,,4/43,100,
RTI-T05-H60-tNGS-A12-20250303,87541,Aerococcus christensenii,柯氏气球菌,S,14780,10359.13538,0.019711029,,12129,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,1485,Clostridium,梭菌属,G,8,5.607109815,1.0669E-05,,1,,,,22/43,88.889,
RTI-T05-H60-tNGS-A12-20250303,1491,Clostridium botulinum,肉毒梭菌,S,2,1.401777454,2.66726E-06,0,0,0,809,0,2,28.571,
RTI-T05-H60-tNGS-A12-20250303,1502,Clostridium perfringens,产气荚膜梭菌,S,4,2.803554908,5.33451E-06,0,1,0,231,0,1,57.143,
RTI-T05-H60-tNGS-A12-20250303,217159,Clostridium carboxidivorans,Clostridium carboxidivorans,S,1,0.700888727,1.33363E-06,,0,,,,3,14.286,
RTI-T05-H60-tNGS-A12-20250303,904,Acidaminococcus,氨基酸球菌属,G,2,1.401777454,2.66726E-06,,0,,,,29/43,100,
RTI-T05-H60-tNGS-A12-20250303,39948,Dialister,戴阿里斯特菌属,G,20,14.01777454,2.66726E-05,,1,,,,12/43,100,
RTI-T05-H60-tNGS-A12-20250303,309120,Dialister micraerophilus,Dialister micraerophilus,S,20,14.01777454,2.66726E-05,20,1,457,962,0.475051975,1,100,
RTI-T05-H60-tNGS-A12-20250303,150022,Finegoldia,芬戈尔德菌属,G,20,14.01777454,2.66726E-05,,1,,,,12/43,100,
RTI-T05-H60-tNGS-A12-20250303,1260,Finegoldia magna,大芬戈尔德菌,S,20,14.01777454,2.66726E-05,4,1,100,1243,0.080450523,1,100,
RTI-T05-H60-tNGS-A12-20250303,1678,Bifidobacterium,双歧杆菌属,G,9,6.307998542,1.20027E-05,,5,,,,21/43,0.005,misclassified
RTI-T05-H60-tNGS-A12-20250303,216816,Bifidobacterium longum,长双歧杆菌,S,8,5.607109815,1.0669E-05,0,5,0,3296,0,1,100,misclassified
RTI-T05-H60-tNGS-A12-20250303,1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,S1,8,5.607109815,1.0669E-05,0,5,0,114,0,,100,misclassified
RTI-T05-H60-tNGS-A12-20250303,2701,Gardnerella,加德纳菌属,G,173133,121346.968,0.230895105,,160736,,,,2/43,99.995,
RTI-T05-H60-tNGS-A12-20250303,2702,Gardnerella vaginalis,阴道加德纳菌,S,166997,117046.3147,0.22271196,163654,155457,838,838,1,1,99.986,
RTI-T05-H60-tNGS-A12-20250303,33882,Microbacterium,微杆菌属,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,300020,Microbacterium maritypicum,海洋微杆菌,S,1,0.700888727,1.33363E-06,1,0,50,818,0.061124694,1,100,
RTI-T05-H60-tNGS-A12-20250303,1716,Corynebacterium,棒状杆菌属,G,17,11.91510836,2.26717E-05,,0,,,,15/43,100,
RTI-T05-H60-tNGS-A12-20250303,38304,Corynebacterium tuberculostearicum,结核硬脂酸棒状杆菌,S,1,0.700888727,1.33363E-06,1,0,50,5237,0.009547451,3,11.111,
RTI-T05-H60-tNGS-A12-20250303,146827,Corynebacterium simulans,模仿棒状杆菌,S,5,3.504443635,6.66814E-06,5,0,213,2431,0.087618264,1,55.556,
RTI-T05-H60-tNGS-A12-20250303,2026255,Corynebacterium hadale,Corynebacterium hadale,S,2,1.401777454,2.66726E-06,2,0,100,796,0.125628141,2,22.222,
RTI-T05-H60-tNGS-A12-20250303,2080750,Corynebacterium senegalense,,S,1,0.700888727,1.33363E-06,0,0,0,585,0,3,11.111,
RTI-T05-H60-tNGS-A12-20250303,1912216,Cutibacterium,Cutibacterium,G,514,360.2568056,0.000685485,,57,,,,5/43,100,
RTI-T05-H60-tNGS-A12-20250303,1747,Cutibacterium acnes,痤疮丙酸杆菌,S,491,344.1363649,0.000654812,329,55,805,21927,0.036712729,1,99.192,
RTI-T05-H60-tNGS-A12-20250303,33010,Cutibacterium avidum,贪婪丙酸杆菌,S,4,2.803554908,5.33451E-06,4,0,163,1279,0.127443315,2,0.808,misclassified
RTI-T05-H60-tNGS-A12-20250303,2129,Ureaplasma,脲原体属,G,67104,47032.43713,0.089491808,,65952,,,,3/43,100,
RTI-T05-H60-tNGS-A12-20250303,134821,Ureaplasma parvum,微小脲原体,S,67084,47018.41936,0.089465135,0,65937,0,194,0,1,100,
RTI-T05-H60-tNGS-A12-20250303,2903105,Alteracholeplasma,,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,38986,Alteracholeplasma palmae,棕榈无胆甾原体,S,1,0.700888727,1.33363E-06,,0,,,,1,100,
RTI-T05-H60-tNGS-A12-20250303,47251,Leptolyngbya,Leptolyngbya,G,1,0.700888727,1.33363E-06,,0,,,,33/43,100,
RTI-T05-H60-tNGS-A12-20250303,10292,Herpesviridae,疱疹病毒科,F,925,648.3220724,0.001233606,,721,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,10357,Betaherpesvirinae,β疱疹病毒亚科,F1,925,648.3220724,0.001233606,,721,,,,,100,
RTI-T05-H60-tNGS-A12-20250303,10358,Cytomegalovirus,巨细胞病毒属,G,925,648.3220724,0.001233606,,721,,,,2月2日,100,
RTI-T05-H60-tNGS-A12-20250303,10359,Human betaherpesvirus 5 (cytomegalovirus),人疱疹病毒5型(巨细胞病毒),S1,925,648.3220724,0.001233606,925,721,160,1016,0.157480315,1,100,
RTI-T05-H60-tNGS-A12-20250303,333750,Alphapapillomavirus,甲型乳头瘤病毒属,G,3456,2422.27144,0.00460902,,3238,,,,1月2日,100,
RTI-T05-H60-tNGS-A12-20250303,337041,Alphapapillomavirus 9,甲型乳头瘤病毒9,S,1,0.700888727,1.33363E-06,,0,,,,2,0.029,hopping
RTI-T05-H60-tNGS-A12-20250303,10598,Human papillomavirus type 58,人乳头瘤病毒58型,S1,1,0.700888727,1.33363E-06,,0,,,,,100,hopping
RTI-T05-H60-tNGS-A12-20250303,337042,Alphapapillomavirus 7,甲型乳头瘤病毒7,S,1,0.700888727,1.33363E-06,,0,,,,2,0.029,hopping
RTI-T05-H60-tNGS-A12-20250303,333761,Human papillomavirus type 18,人乳头瘤病毒18型,S1,1,0.700888727,1.33363E-06,,0,,,,,100,hopping
RTI-T05-H60-tNGS-A12-20250303,337050,Alphapapillomavirus 6,甲型乳头瘤病毒6,S,3454,2420.869663,0.004606353,,3238,,,,1,99.942,
RTI-T05-H60-tNGS-A12-20250303,333765,Human papillomavirus type 53,人乳头瘤病毒53型,S1,3454,2420.869663,0.004606353,,3238,,,,,100,
RTI-T05-H48-tNGS-Ts48-20250303,286,Pseudomonas,假单胞菌属,G,135,141.4851116,0.000779153,,17,,,,7月23日,100,
RTI-T05-H48-tNGS-Ts48-20250303,1931241,Pseudomonas phragmitis,,S,127,133.1008087,0.000732981,124,17,739,885,0.835028249,1,100,
RTI-T05-H48-tNGS-Ts48-20250303,543,Enterobacteriaceae,肠杆菌科,F,1420,1488.213766,0.008195539,,636,,,,,100,
RTI-T05-H48-tNGS-Ts48-20250303,561,Escherichia,埃希菌属,G,20,20.96075727,0.00011543,,1,,,,3月23日,83.333,
RTI-T05-H48-tNGS-Ts48-20250303,562,Escherichia coli,大肠埃希菌,S,19,19.91271941,0.000109659,11,1,161,323945,0.000496998,1,100,
RTI-T05-H48-tNGS-Ts48-20250303,2072463,Escherichia coli O78,,S1,4,4.192151454,2.3086E-05,0,1,0,145,0,,50,
RTI-T05-H48-tNGS-Ts48-20250303,620,Shigella,志贺菌属,G,3,3.144113591,1.73145E-05,,0,,,,4月23日,12.5,
RTI-T05-H48-tNGS-Ts48-20250303,622,Shigella dysenteriae,痢疾志贺菌,S,2,2.096075727,1.1543E-05,1,0,0,457,0,1,100,
RTI-T05-H48-tNGS-Ts48-20250303,2890311,Klebsiella/Raoultella group,克雷伯/拉乌尔菌复合群,F1,1,1.048037864,5.77151E-06,,0,,,,,4.167,
RTI-T05-H48-tNGS-Ts48-20250303,570,Klebsiella,克雷伯菌属,G,1,1.048037864,5.77151E-06,,0,,,,14/23,100,
