sample__uid,taxid,name,cn_name,rankcode,reads_accum,rpm,abd,amplicon_reads,dup_accum,cov_length,ref_length,coverage,rank,parent_ratio,labels
RTI-T04-15D2221022T-tNGS-A15-20250225,53335,Pantoea,泛菌属,G,3,1.398793121,5.11854E-06,,0,,,,20/46,42.857,
RTI-T04-15D2221022T-tNGS-A15-20250225,59814,Pantoea dispersa,分散泛菌,S,1,0.466264374,1.70618E-06,,0,,,,1,50,
RTI-T04-15D2221022T-tNGS-A15-20250225,82986,Tatumella,塔特姆菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,14.286,
RTI-T04-15D2221022T-tNGS-A15-20250225,82987,Tatumella ptyseos,痰塔特姆氏菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2100764,Mixta,Mixta,G,3,1.398793121,5.11854E-06,,0,,,,20/46,42.857,
RTI-T04-15D2221022T-tNGS-A15-20250225,1458355,Mixta theicola,,S,1,0.466264374,1.70618E-06,,0,,,,1,33.333,
RTI-T04-15D2221022T-tNGS-A15-20250225,1615494,Mixta intestinalis,,S,1,0.466264374,1.70618E-06,,0,,,,1,33.333,
RTI-T04-15D2221022T-tNGS-A15-20250225,122277,Pectobacterium,果胶杆菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,25,
RTI-T04-15D2221022T-tNGS-A15-20250225,204037,Dickeya,Dickeya,G,2,0.932528748,3.41236E-06,,0,,,,24/46,50,
RTI-T04-15D2221022T-tNGS-A15-20250225,204042,Dickeya zeae,Dickeya zeae,S,2,0.932528748,3.41236E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,613,Serratia,沙雷菌属,G,6,2.797586243,1.02371E-05,,0,,,,17/46,85.714,
RTI-T04-15D2221022T-tNGS-A15-20250225,615,Serratia marcescens,黏质沙雷菌,S,2,0.932528748,3.41236E-06,,0,,,,2,33.333,
RTI-T04-15D2221022T-tNGS-A15-20250225,458197,Serratia nematodiphila,Serratia nematodiphila,S,4,1.865057495,6.82472E-06,,0,,,,1,66.667,
RTI-T04-15D2221022T-tNGS-A15-20250225,34037,Rahnella,拉恩菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,14.286,
RTI-T04-15D2221022T-tNGS-A15-20250225,34038,Rahnella aquatilis,水生拉恩菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,568,Hafnia,哈夫尼亚菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,569,Hafnia alvei,蜂房哈夫尼菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,68,Lysobacter,Lysobacter,G,2,0.932528748,3.41236E-06,,0,,,,24/46,0.075,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,435897,Lysobacter capsici,Lysobacter capsici,S,2,0.932528748,3.41236E-06,,0,,,,1,100,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,338,Xanthomonas,黄单胞菌属,G,2,0.932528748,3.41236E-06,,1,,,,24/46,0.075,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,40323,Stenotrophomonas,寡养（窄食）单胞菌属,G,2674,1246.790935,0.004562322,,875,,,,4/46,99.851,
RTI-T04-15D2221022T-tNGS-A15-20250225,128780,Stenotrophomonas acidaminiphila,嗜酸寡养单胞菌,S,5,2.331321869,8.53089E-06,,2,,,,2,0.252,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,40324,Stenotrophomonas maltophilia,嗜麦芽窄食单胞菌,S,1901,886.3685745,0.003243446,,598,,,,1,99.947,
RTI-T04-15D2221022T-tNGS-A15-20250225,86189,[Pseudomonas] hibiscicola,[Pseudomonas] hibiscicola,S,1,0.466264374,1.70618E-06,,0,,,,4,0.053,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,2045214,Stenotrophomonas lactitubi,,S,2,0.932528748,3.41236E-06,,0,,,,3,0.101,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,662,Vibrio,弧菌属,G,3,1.398793121,5.11854E-06,,1,,,,20/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,676,Vibrio fluvialis,河流弧菌,S,2,0.932528748,3.41236E-06,,1,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,642,Aeromonas,气单胞菌属,G,7,3.263850616,1.19433E-05,,4,,,,15/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,644,Aeromonas hydrophila,嗜水气单胞菌,S,7,3.263850616,1.19433E-05,,4,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,724,Haemophilus,嗜血杆菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,730,[Haemophilus] ducreyi,杜克雷嗜血杆菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,475,Moraxella,莫拉菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,34062,Moraxella osloensis,奥斯陆莫拉菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,13687,Sphingomonas,鞘氨醇单胞菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,517,Bordetella,鲍特菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,93217,Pandoraea,潘多拉菌属,G,2,0.932528748,3.41236E-06,,0,,,,24/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,93219,Pandoraea norimbergensis,纽伦堡潘多拉菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,157,Treponema,密螺旋体属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,160,Treponema pallidum,苍白密螺旋体,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1279,Staphylococcus,葡萄球菌属,G,45,20.98189682,7.67781E-05,,1,,,,9/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1282,Staphylococcus epidermidis,表皮葡萄球菌,S,45,20.98189682,7.67781E-05,,1,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2837511,Sutcliffiella,,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,79883,Sutcliffiella horikoshii,Bacillus horikoshii,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1301,Streptococcus,链球菌属,G,335,156.1985652,0.00057157,,69,,,,5/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1313,Streptococcus pneumoniae,肺炎链球菌,S,15,6.993965606,2.55927E-05,,2,,,,2,8.242,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,28037,Streptococcus mitis,缓症链球菌,S,153,71.33844919,0.000261045,,31,,,,1,84.066,
RTI-T04-15D2221022T-tNGS-A15-20250225,257758,Streptococcus pseudopneumoniae,假肺炎链球菌,S,6,2.797586243,1.02371E-05,,2,,,,4,3.297,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1433513,Streptococcus gwangjuense,Streptococcus gwangjuense,S,8,3.73011499,1.36494E-05,,2,,,,3,4.396,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1578,Lactobacillus,乳杆菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,147802,Lactobacillus iners,惰性乳杆菌,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,29465,Veillonella,韦荣球菌属,G,7,3.263850616,1.19433E-05,,0,,,,15/46,77.778,
RTI-T04-15D2221022T-tNGS-A15-20250225,29466,Veillonella parvula,小韦荣球菌,S,6,2.797586243,1.02371E-05,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,39948,Dialister,戴阿里斯特菌属,G,2,0.932528748,3.41236E-06,,0,,,,24/46,22.222,
RTI-T04-15D2221022T-tNGS-A15-20250225,218538,Dialister invisus,,S,2,0.932528748,3.41236E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2701,Gardnerella,加德纳菌属,G,3,1.398793121,5.11854E-06,,0,,,,20/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2702,Gardnerella vaginalis,阴道加德纳菌,S,1,0.466264374,1.70618E-06,,0,,,,1,50,
RTI-T04-15D2221022T-tNGS-A15-20250225,32207,Rothia,罗氏菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,33882,Microbacterium,微杆菌属,G,6,2.797586243,1.02371E-05,,2,,,,17/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,82380,Microbacterium oxydans,氧化微杆菌,S,6,2.797586243,1.02371E-05,,2,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,265976,Serinicoccus,Serinicoccus,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1716,Corynebacterium,棒状杆菌属,G,412542,192353.6373,0.703870467,,351055,,,,1/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1697,Corynebacterium ammoniagenes,产氨棒状杆菌,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1705,Corynebacterium stationis,固态棒杆菌,S,6,2.797586243,1.02371E-05,,0,,,,13,0.001,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1717,Corynebacterium diphtheriae,白喉棒状杆菌,S,130,60.61436859,0.000221803,,53,,,,4,0.032,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,38301,Corynebacterium minutissimum,极小棒状杆菌,S,8,3.73011499,1.36494E-05,,0,,,,12,0.002,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,38304,Corynebacterium tuberculostearicum,结核硬脂酸棒状杆菌,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,39791,Corynebacterium glucuronolyticum,解谷氨酸棒杆菌,S,58,27.04333368,9.89584E-05,,29,,,,6,0.014,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,43765,Corynebacterium amycolatum,无枝菌酸棒状杆菌,S,5,2.331321869,8.53089E-06,,1,,,,15,0.001,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,43769,Corynebacterium propinquum,丙酸棒杆菌,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,43770,Corynebacterium striatum,纹带棒状杆菌,S,399646,186340.6919,0.681867583,,343564,,,,1,99.568,
RTI-T04-15D2221022T-tNGS-A15-20250225,43771,Corynebacterium urealyticum,解脲棒状杆菌,S,2,0.932528748,3.41236E-06,,0,,,,18,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,53374,Corynebacterium coyleae,科伊尔棒状杆菌 ,S,75,34.96982803,0.000127963,,30,,,,5,0.019,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,65058,Corynebacterium ulcerans,溃疡棒状杆菌,S,16,7.46022998,2.72989E-05,,1,,,,9,0.004,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,108486,Corynebacterium falsenii,斐氏棒状杆菌,S,2,0.932528748,3.41236E-06,,0,,,,18,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,146827,Corynebacterium simulans,模仿棒状杆菌,S,386,179.9780483,0.000658585,,205,,,,2,0.096,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,160386,Corynebacterium casei,干酪棒状杆菌,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,161896,Corynebacterium camporealensis,Corynebacterium camporealensis,S,11,5.128908111,1.8768E-05,,2,,,,10,0.003,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,169292,Corynebacterium aurimucosum,金色黏液棒杆菌,S,22,10.25781622,3.75359E-05,,0,,,,7,0.005,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,258224,Corynebacterium resistens,多耐棒杆菌,S,4,1.865057495,6.82472E-06,,0,,,,17,0.001,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,489915,Corynebacterium sputi,Corynebacterium sputi,S,18,8.392758728,3.07112E-05,,8,,,,8,0.004,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,571915,Corynebacterium mustelae,Corynebacterium mustelae,S,347,161.7937377,0.000592044,,239,,,,3,0.086,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1414719,Corynebacterium jeddahense,吉达棒状杆菌,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1610489,Corynebacterium pollutisoli,,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1652495,Corynebacterium crudilactis,,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1686286,Corynebacterium phoceense,,S,6,2.797586243,1.02371E-05,,0,,,,13,0.001,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1852390,Corynebacterium fournieri,四尼氏棒杆菌,S,5,2.331321869,8.53089E-06,,1,,,,15,0.001,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1979527,Corynebacterium kefirresidentii,Corynebacterium kefirresidentii,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,2079234,Corynebacterium gerontici,,S,1,0.466264374,1.70618E-06,,0,,,,21,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,2080740,Corynebacterium yudongzhengii,,S,9,4.196379364,1.53556E-05,,2,,,,11,0.002,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,2488819,Corynebacterium endometrii,,S,2,0.932528748,3.41236E-06,,0,,,,18,0,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1762,Mycobacteriaceae,分枝杆菌科,F,1,0.466264374,1.70618E-06,,0,,,,,0,
RTI-T04-15D2221022T-tNGS-A15-20250225,1763,Mycobacterium,分枝杆菌属,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1827,Rhodococcus,红球菌属,G,24,11.19034497,4.09483E-05,,11,,,,11/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1912216,Cutibacterium,Cutibacterium,G,115,53.62040298,0.000196211,,7,,,,8/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,1747,Cutibacterium acnes,痤疮丙酸杆菌,S,100,46.62643738,0.000170618,,7,,,,1,88.496,
RTI-T04-15D2221022T-tNGS-A15-20250225,33011,Cutibacterium granulosum,颗粒丙酸杆菌,S,3,1.398793121,5.11854E-06,,0,,,,3,2.655,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,1574624,Cutibacterium namnetense,Cutibacterium namnetense,S,10,4.662643738,1.70618E-05,,0,,,,2,8.85,misclassified
RTI-T04-15D2221022T-tNGS-A15-20250225,86795,Marmoricola,Marmoricola,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2995707,Wenjunlia,,G,1,0.466264374,1.70618E-06,,0,,,,30/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,76728,Wenjunlia vitaminophila,Streptomyces vitaminophilus,S,1,0.466264374,1.70618E-06,,0,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,2000,Streptosporangium,Streptosporangium,G,12,5.595172485,2.04741E-05,,7,,,,12/46,66.667,
RTI-T04-15D2221022T-tNGS-A15-20250225,83681,Nonomuraea,Nonomuraea,G,5,2.331321869,8.53089E-06,,1,,,,19/46,27.778,
RTI-T04-15D2221022T-tNGS-A15-20250225,321315,Sphaerisporangium,Sphaerisporangium,G,1,0.466264374,1.70618E-06,,0,,,,30/46,5.556,
RTI-T04-15D2221022T-tNGS-A15-20250225,2129,Ureaplasma,脲原体属,G,2714,1265.44151,0.00463057,,2461,,,,3/46,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,134821,Ureaplasma parvum,微小脲原体,S,2681,1250.054786,0.004574266,,2445,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,10292,Herpesviridae,疱疹病毒科,F,197,91.85408163,0.000336117,,118,,,,,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,10357,Betaherpesvirinae,β疱疹病毒亚科,F1,197,91.85408163,0.000336117,,118,,,,,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,10358,Cytomegalovirus,巨细胞病毒属,G,197,91.85408163,0.000336117,,118,,,,2/2,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,10359,Human betaherpesvirus 5 (cytomegalovirus),人疱疹病毒5型(巨细胞病毒),S1,197,91.85408163,0.000336117,,118,,,,1,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,333750,Alphapapillomavirus,甲型乳头瘤病毒属,G,214,99.78057599,0.000365122,,154,,,,1/2,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,333767,Alphapapillomavirus 3,甲型乳头瘤病毒3,S,1,0.466264374,1.70618E-06,,0,,,,3,0.467,
RTI-T04-15D2221022T-tNGS-A15-20250225,337044,Alphapapillomavirus 5,甲型乳头瘤病毒5,S,31,14.45419559,5.28915E-05,,12,,,,2,14.486,
RTI-T04-15D2221022T-tNGS-A15-20250225,10595,Human papillomavirus type 51,人乳头瘤病毒51型,S1,31,14.45419559,5.28915E-05,,12,,,,,100,
RTI-T04-15D2221022T-tNGS-A15-20250225,337050,Alphapapillomavirus 6,甲型乳头瘤病毒6,S,182,84.86011603,0.000310525,,142,,,,1,85.047,
RTI-T04-15D2221022T-tNGS-A15-20250225,333765,Human papillomavirus type 53,人乳头瘤病毒53型,S1,182,84.86011603,0.000310525,,142,,,,,100,
RTI-T04-H38-tNGS-D38-20250225,5073,Penicillium,青霉属,G,3,7.094647325,6.68226E-05,,1,,,,2/3,100,
RTI-T04-H38-tNGS-D38-20250225,5543,Trichoderma,木霉属,G,3,7.094647325,6.68226E-05,,0,,,,2/3,100,
RTI-T04-H38-tNGS-D38-20250225,5548,Trichoderma longibrachiatum,长柄木霉,S,3,7.094647325,6.68226E-05,,0,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,55193,Malassezia,马拉色菌属,G,10,23.64882442,0.000222742,,0,,,,1/3,100,
RTI-T04-H38-tNGS-D38-20250225,76775,Malassezia restricta,限制马拉色菌,S,10,23.64882442,0.000222742,,0,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,286,Pseudomonas,假单胞菌属,G,390,922.3041523,0.008686936,,73,,,,10/38,100,
RTI-T04-H38-tNGS-D38-20250225,1931241,Pseudomonas phragmitis,,S,390,922.3041523,0.008686936,,73,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,586,Providencia,普罗威登斯菌属,G,1,2.364882442,2.22742E-05,,0,,,,33/38,100,
RTI-T04-H38-tNGS-D38-20250225,40323,Stenotrophomonas,寡养（窄食）单胞菌属,G,376,889.1957981,0.008375097,,104,,,,11/38,99.471,
RTI-T04-H38-tNGS-D38-20250225,40324,Stenotrophomonas maltophilia,嗜麦芽窄食单胞菌,S,291,688.1807905,0.006481791,,79,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,141948,Thermomonas,Thermomonas,G,2,4.729764883,4.45484E-05,,1,,,,29/38,0.529,misclassified
RTI-T04-H38-tNGS-D38-20250225,213588,Thermomonas hydrothermalis,Thermomonas hydrothermalis,S,2,4.729764883,4.45484E-05,,1,,,,1,100,misclassified
RTI-T04-H38-tNGS-D38-20250225,374,Bradyrhizobium,慢生根瘤菌属,G,146,345.2728365,0.003252033,,41,,,,16/38,89.571,
RTI-T04-H38-tNGS-D38-20250225,1355477,Bradyrhizobium diazoefficiens,Bradyrhizobium diazoefficiens,S,2,4.729764883,4.45484E-05,,0,,,,3,1.835,misclassified
RTI-T04-H38-tNGS-D38-20250225,1404367,Bradyrhizobium symbiodeficiens,,S,4,9.459529767,8.90968E-05,,0,,,,2,3.67,misclassified
RTI-T04-H38-tNGS-D38-20250225,1404768,Bradyrhizobium amphicarpaeae,,S,2,4.729764883,4.45484E-05,,0,,,,3,1.835,misclassified
RTI-T04-H38-tNGS-D38-20250225,1419277,Bradyrhizobium brasilense,,S,2,4.729764883,4.45484E-05,,0,,,,3,1.835,misclassified
RTI-T04-H38-tNGS-D38-20250225,1654716,Bradyrhizobium viridifuturi,,S,17,40.20300151,0.000378661,,3,,,,1,15.596,
RTI-T04-H38-tNGS-D38-20250225,911,Nitrobacter,硝化杆菌属,G,2,4.729764883,4.45484E-05,,0,,,,29/38,1.227,
RTI-T04-H38-tNGS-D38-20250225,912,Nitrobacter hamburgensis,汉堡硝化杆菌,S,1,2.364882442,2.22742E-05,,0,,,,1,50,
RTI-T04-H38-tNGS-D38-20250225,913,Nitrobacter winogradskyi,维氏硝化杆菌,S,1,2.364882442,2.22742E-05,,0,,,,1,50,
RTI-T04-H38-tNGS-D38-20250225,1073,Rhodopseudomonas,Rhodopseudomonas,G,15,35.47323663,0.000334113,,1,,,,22/38,9.202,
RTI-T04-H38-tNGS-D38-20250225,1076,Rhodopseudomonas palustris,Rhodopseudomonas palustris,S,5,11.82441221,0.000111371,,1,,,,1,35.714,
RTI-T04-H38-tNGS-D38-20250225,68287,Mesorhizobium,中慢生根瘤菌属,G,2,4.729764883,4.45484E-05,,0,,,,29/38,100,
RTI-T04-H38-tNGS-D38-20250225,357,Agrobacterium,土壤杆菌属,G,493,1165.887044,0.010981178,,109,,,,8/38,100,
RTI-T04-H38-tNGS-D38-20250225,358,Agrobacterium tumefaciens,根癌土壤杆菌,S,18,42.56788395,0.000400936,,5,,,,1,100,misclassified
RTI-T04-H38-tNGS-D38-20250225,234,Brucella,布鲁氏菌属,G,1266,2993.941171,0.028199131,,289,,,,6/38,100,
RTI-T04-H38-tNGS-D38-20250225,16777802,Brucella nonbrucellosis,非致病布鲁氏菌,G1,1266,2993.941171,0.028199131,,289,,,,,100,
RTI-T04-H38-tNGS-D38-20250225,215590,Brucella gallinifaecis,,S,2,4.729764883,4.45484E-05,,0,,,,2,0.33,misclassified
RTI-T04-H38-tNGS-D38-20250225,419475,Brucella pseudogrignonensis,拟格氏赭杆菌,S,376,889.1957981,0.008375097,,81,,,,1,62.046,
RTI-T04-H38-tNGS-D38-20250225,407,Methylobacterium,甲基杆菌属,G,1,2.364882442,2.22742E-05,,0,,,,33/38,100,
RTI-T04-H38-tNGS-D38-20250225,270351,Methylobacterium aquaticum,水生甲基杆菌,S,1,2.364882442,2.22742E-05,,0,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,265,Paracoccus,副球菌属,G,12,28.3785893,0.00026729,,2,,,,24/38,100,
RTI-T04-H38-tNGS-D38-20250225,376733,Paracoccus halophilus,嗜盐副球菌,S,1,2.364882442,2.22742E-05,,0,,,,1,12.5,
RTI-T04-H38-tNGS-D38-20250225,13687,Sphingomonas,鞘氨醇单胞菌属,G,266,629.0587295,0.005924936,,49,,,,13/38,38,
RTI-T04-H38-tNGS-D38-20250225,28213,Sphingomonas parapaucimobilis,Sphingomonas parapaucimobilis,S,6,14.18929465,0.000133645,,1,,,,3,3.175,misclassified
RTI-T04-H38-tNGS-D38-20250225,40681,Sphingomonas asaccharolytica,Sphingomonas asaccharolytica,S,13,30.74347174,0.000289565,,2,,,,2,6.878,misclassified
RTI-T04-H38-tNGS-D38-20250225,152682,Sphingomonas melonis,瓜类鞘氨醇单胞菌,S,62,146.6227114,0.001381,,18,,,,1,32.804,
RTI-T04-H38-tNGS-D38-20250225,237612,Sphingomonas panni,,S,6,14.18929465,0.000133645,,2,,,,3,3.175,misclassified
RTI-T04-H38-tNGS-D38-20250225,1166340,Sphingomonas gellani,,S,6,14.18929465,0.000133645,,2,,,,3,3.175,misclassified
RTI-T04-H38-tNGS-D38-20250225,1549858,Sphingomonas taxi,Sphingomonas taxi,S,3,7.094647325,6.68226E-05,,0,,,,8,1.587,misclassified
RTI-T04-H38-tNGS-D38-20250225,1560345,Sphingomonas panacis,,S,5,11.82441221,0.000111371,,0,,,,6,2.646,misclassified
RTI-T04-H38-tNGS-D38-20250225,1646122,Sphingomonas zeae,,S,5,11.82441221,0.000111371,,2,,,,6,2.646,misclassified
RTI-T04-H38-tNGS-D38-20250225,1697973,Sphingomonas crusticola,,S,2,4.729764883,4.45484E-05,,0,,,,9,1.058,misclassified
RTI-T04-H38-tNGS-D38-20250225,1813879,Sphingomonas panacisoli,,S,2,4.729764883,4.45484E-05,,0,,,,9,1.058,misclassified
RTI-T04-H38-tNGS-D38-20250225,1848973,Sphingomonas colocasiae,,S,2,4.729764883,4.45484E-05,,0,,,,9,1.058,misclassified
RTI-T04-H38-tNGS-D38-20250225,150203,Blastomonas,芽单胞菌属,G,2,4.729764883,4.45484E-05,,0,,,,29/38,0.286,misclassified
RTI-T04-H38-tNGS-D38-20250225,34015,Blastomonas natatoria,泳池芽单胞菌,S,2,4.729764883,4.45484E-05,,0,,,,1,100,misclassified
RTI-T04-H38-tNGS-D38-20250225,165695,Sphingobium,Sphingobium,G,15,35.47323663,0.000334113,,0,,,,22/38,2.143,
RTI-T04-H38-tNGS-D38-20250225,1082345,Sphingobium boeckii,,S,3,7.094647325,6.68226E-05,,0,,,,1,30,
RTI-T04-H38-tNGS-D38-20250225,1592790,Sphingobium phenoxybenzoativorans,,S,2,4.729764883,4.45484E-05,,0,,,,2,20,
RTI-T04-H38-tNGS-D38-20250225,165696,Novosphingobium,Novosphingobium,G,9,21.28394198,0.000200468,,1,,,,25/38,1.286,
RTI-T04-H38-tNGS-D38-20250225,1391222,Novosphingobium fluoreni,,S,9,21.28394198,0.000200468,,1,,,,1,100,
RTI-T04-H38-tNGS-D38-20250225,165697,Sphingopyxis,Sphingopyxis,G,3,7.094647325,6.68226E-05,,0,,,,27/38,0.429,misclassified
RTI-T04-H38-tNGS-D38-20250225,33050,Sphingopyxis macrogoltabida,,S,1,2.364882442,2.22742E-05,,0,,,,2,33.333,misclassified
RTI-T04-H38-tNGS-D38-20250225,2484145,Sphingopyxis microcysteis,,S,2,4.729764883,4.45484E-05,,0,,,,1,66.667,misclassified
RTI-T04-H38-tNGS-D38-20250225,1234545,Parasphingopyxis,Parasphingopyxis,G,1,2.364882442,2.22742E-05,,0,,,,33/38,0.143,misclassified
RTI-T04-H38-tNGS-D38-20250225,2823232,Allosphingosinicella,,G,1,2.364882442,2.22742E-05,,0,,,,33/38,0.143,misclassified
RTI-T04-H38-tNGS-D38-20250225,941907,Allosphingosinicella indica,Sphingomonas indica,S,1,2.364882442,2.22742E-05,,0,,,,1,100,misclassified
RTI-T04-H38-tNGS-D38-20250225,41275,Brevundimonas,短波单胞菌属,G,94,222.2989495,0.002093774,,7,,,,18/38,100,
RTI-T04-H38-tNGS-D38-20250225,41276,Brevundimonas vesicularis,泡囊短波单胞菌,S,37,87.50065034,0.000824145,,3,,,,1,94.872,
